L1;L2;L3;L4;L5;L6;L7;L8
art music;classical music;opera;Hungarian opera;;;;
art music;classical music;opera;Italian opera;opera semiseria;;;
art music;classical music;opera;Künstleroper;;;;
art music;classical music;opera;Literaturoper;;;;
art music;classical music;opera;monodrama;mono-opera;;;
art music;classical music;opera;Mugham opera;;;;
art music;classical music;opera;one-act opera;;;;
art music;classical music;opera;opera buffa;;;;
art music;classical music;opera;opera seria;;;;
art music;classical music;opera;opéra comique;comédie en vaudevilles;vaudeville-opérette;;
art music;classical music;opera;opéra comique;Comédie mêlée d'ariettes;;;
art music;classical music;opera;opéra comique;operetta;daljáték;;
art music;classical music;opera;opéra comique;operetta;kalon'ny fahiny;;
art music;classical music;opera;opéra comique;operetta;Marseille operetta;;
art music;classical music;opera;opéra comique;operetta;Operetta in Moscow;;
art music;classical music;opera;opéra comique;operetta;vaudeville-opérette;;
art music;classical music;opera;opéra comique;operetta;Viennese operetta;;
art music;classical music;opera;opéra comique;opéra bouffe;;;
art music;classical music;opera;opéra-ballet;pastorale héroïque;;;
art music;classical music;opera;pasticcio;;;;
art music;classical music;opera;pastoral opera;;;;
art music;classical music;opera;Polish opera;;;;
art music;classical music;opera;Q10543163;;;;
art music;classical music;opera;Q11123373;;;;
art music;classical music;opera;radio opera;;;;
art music;classical music;opera;rap opera;;;;
art music;classical music;opera;Romantische Oper;;;;
art music;classical music;opera;Russian opera;Operetta in Moscow;;;
art music;classical music;opera;science fiction opera;;;;
art music;classical music;opera;serenata;;;;
art music;classical music;opera;singspiel;Spieloper;;;
art music;classical music;opera;Spanish opera;;;;
art music;classical music;opera;television opera;;;;
art music;classical music;opera;tragédie en musique;;;;
art music;classical music;opera;Ukrainian opera;;;;
art music;classical music;opera;verismo;;;;
art music;classical music;opera;zarzuela;baroque zarzuela;;;
art music;classical music;opera;zarzuela;Catalan zarzuela;;;
art music;classical music;opera;zarzuela;género chico;juguete cómico;;
art music;classical music;opera;zarzuela;género chico;zarzuelita;;
art music;classical music;opera;zarzuela;zarzuela grande;;;
art music;classical music;opera;Zeitoper;;;;
art music;classical music;overture;concert overture;;;;
art music;classical music;overture;French overture;;;;
art music;classical music;overture;Italian overture;;;;
art music;classical music;passion;;;;;
art music;classical music;polonaise;;;;;
art music;classical music;post-classical;;;;;
art music;classical music;postmodern music;indeterminacy;;;;
art music;classical music;postmodern music;integral serialism;;;;
art music;classical music;postmodern music;musique concrète instrumentale;;;;
art music;classical music;postmodern music;New Complexity;;;;
art music;classical music;postmodern music;New Simplicity;;;;
art music;classical music;postmodern music;sonorism;;;;
art music;classical music;postmodern music;spectral music;;;;
art music;classical music;postmodern music;stochastic music;;;;
art music;classical music;postromantic music;;;;;
art music;classical music;prelude;;;;;
art music;classical music;progressive rock;American progressive rock;;;;
art music;classical music;progressive rock;avant-prog;Rock in Opposition;;;
art music;classical music;progressive rock;avant-prog;Zeuhl;;;
art music;classical music;progressive rock;brutal prog;;;;
art music;classical music;progressive rock;Canterbury scene;Neo-Canterbury;;;
art music;classical music;progressive rock;crossover prog;;;;
art music;classical music;progressive rock;French progressive rock;;;;
art music;classical music;progressive rock;Italian progressive rock;;;;
art music;classical music;progressive rock;Latin American progressive rock;;;;
art music;classical music;progressive rock;Mexican progressive rock;;;;
art music;classical music;progressive rock;neo-prog;Italian neo-progressive;;;
art music;classical music;progressive rock;new prog;;;;
art music;classical music;progressive rock;Spanish progressive rock;;;;
art music;classical music;progressive rock;symphonic prog;;;;
art music;classical music;redowa;;;;;
art music;classical music;Renaissance music;contenance angloise;;;;
art music;classical music;Renaissance music;Elizabethan song;air de cour;;;
art music;classical music;Renaissance music;Elizabethan song;consort song;;;
art music;classical music;Renaissance music;Elizabethan song;lute song;ayr;;
art music;classical music;Renaissance music;Franco-Flemish School;French-Flemish polyphonic chanson;;;
art music;classical music;Renaissance music;galliard;;;;
art music;classical music;Renaissance music;musica alta;;;;
art music;classical music;Renaissance music;musica bassa;;;;
art music;classical music;Renaissance music;Venetian polychoral style;;;;
art music;classical music;ricercar;;;;;
art music;classical music;Romantic music;ballade;;;;
art music;classical music;Romantic music;grand opera;;;;
art music;classical music;Romantic music;młoda polska;;;;
art music;classical music;Romantic music;Romantische Oper;;;;
art music;classical music;Russian classical music;;;;;
art music;classical music;Scottish court music;;;;;
art music;classical music;serenade;final music;;;;
art music;classical music;sonata;;;;;
art music;classical music;sousedská;;;;;
art music;classical music;Spanish classical music;Mozarabic chant;;;;
art music;classical music;Spanish classical music;zarzuela;baroque zarzuela;;;
art music;classical music;Spanish classical music;zarzuela;Catalan zarzuela;;;
art music;classical music;Spanish classical music;zarzuela;género chico;juguete cómico;;
art music;classical music;Spanish classical music;zarzuela;género chico;zarzuelita;;
art music;classical music;Spanish classical music;zarzuela;zarzuela grande;;;
art music;classical music;Swedish classical music;;;;;
art music;classical music;symphonic music;band music;brass band music;Balkan brass;;
art music;classical music;symphonic music;band music;brass band music;banda music;narcocorrido;movimiento alterado
art music;classical music;symphonic music;band music;brass band music;banda music;technobanda;tecnocumbia
art music;classical music;symphonic music;band music;brass band music;banda music;Tierra Caliente music;
art music;classical music;symphonic music;band music;brass band music;British brass band music;;
art music;classical music;symphonic music;band music;brass band music;dechovka;;
art music;classical music;symphonic music;band music;brass band music;Mexican brass band;;
art music;classical music;symphonic music;band music;brass band music;mining brass band;;
art music;classical music;symphonic music;band music;brass band music;New Orleans brass band music;;
art music;classical music;symphonic music;band music;concert band music;pops orchestra music;;
art music;classical music;symphonic music;band music;concert band music;string orchestra music;;
art music;classical music;symphonic music;band music;marching band music;beni;;
art music;classical music;symphonic music;band music;marching band music;drum and bugle corps music;;
art music;classical music;symphonic music;band music;marching band music;drumline;diane;
art music;classical music;symphonic music;band music;marching band music;fife and drum corps;;
art music;classical music;symphonic music;band music;marching band music;Guggenmusik;;
art music;classical music;symphonic music;band music;marching band music;pep band music;;
art music;classical music;symphonic music;band music;marching band music;pipe band music;;
art music;classical music;symphonic music;band music;steel band music;;;
art music;classical music;symphonic music;band music;string band music;Hungarian string band music;;
art music;classical music;symphonic music;Chinese orchestral music;;;;
art music;classical music;symphonic music;electro-orchestral music;;;;
art music;classical music;symphonic music;Iranian symphonic music;;;;
art music;classical music;symphonic music;orchestral pop;baroque pop;Shibuya-kei;Akishibu-kei;
art music;classical music;symphonic music;orchestral pop;baroque pop;Shibuya-kei;neo shibuya-kei;
art music;classical music;symphonic music;orchestral pop;baroque pop;Shibuya-kei;picopop;
art music;classical music;symphonic music;orchestral song;;;;
art music;classical music;symphonic music;pops orchestra music;;;;
art music;classical music;symphonic music;string orchestra music;;;;
art music;classical music;symphonic music;symphonic fantasia;;;;
art music;classical music;symphonic music;symphonic poem;;;;
art music;classical music;tarantella;tammurriata;;;;
art music;classical music;tarantella;tarantella napoletana;;;;
art music;classical music;theme and variation;;;;;
art music;classical music;toccata;;;;;
art music;classical music;Turkish music style;;;;;
art music;classical music;étude;;;;;
art music;East Asian classical music;Chinese classical music;Baisha xiyue;;;;
art music;East Asian classical music;Chinese classical music;Chinese literati music;;;;
art music;East Asian classical music;Chinese classical music;Chinese opera;Anshun local opera;;;
art music;East Asian classical music;Chinese classical music;Chinese opera;Baizi opera;;;
art music;East Asian classical music;Chinese classical music;Chinese opera;Bian lian;;;
art music;East Asian classical music;Chinese classical music;Chinese opera;Cantonese opera;;;
art music;East Asian classical music;Chinese classical music;Chinese opera;Cantonese operatic songs;;;
art music;East Asian classical music;Chinese classical music;Chinese opera;chuanqi;;;
